Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,No,Travel_Frequently,553,Research & Development,5,masters_degree,Life Sciences,very_high,Female,74,high,three,Manager,meduim,Married,11878,23364,6,No,11,Excellent,meduim,two,12,2,better,10,6,8,8
39,No,Travel_Rarely,117,Research & Development,10,no_college,Medical,high,Male,99,high,four,Manager,low,Married,17068,5355,1,Yes,14,Excellent,very_high,zero,21,3,better,21,9,11,10
43,No,Travel_Frequently,185,Research & Development,10,masters_degree,Life Sciences,high,Female,33,high,one,Laboratory Technician,very_high,Single,2455,10675,0,No,19,Excellent,low,zero,9,5,better,8,7,1,7
49,No,Travel_Rarely,1091,Research & Development,1,some_college,Technical Degree,high,Female,90,meduim,four,Healthcare Representative,high,Single,13964,17810,7,Yes,12,Excellent,very_high,zero,25,2,better,7,1,0,7
52,Yes,Travel_Rarely,723,Research & Development,8,masters_degree,Medical,high,Male,85,meduim,two,Research Scientist,meduim,Married,4941,17747,2,No,15,Excellent,low,zero,11,3,good,8,2,7,7
27,No,Travel_Rarely,1220,Research & Development,5,bachelors_degree,Life Sciences,high,Female,85,high,one,Research Scientist,meduim,Single,2478,20938,1,Yes,12,Excellent,meduim,zero,4,2,good,4,3,1,2
32,No,Travel_Rarely,588,Sales,8,some_college,Technical Degree,high,Female,65,meduim,two,Sales Executive,meduim,Married,5228,24624,1,Yes,11,Excellent,very_high,zero,13,2,better,13,12,11,9
27,No,Travel_Rarely,1377,Sales,2,bachelors_degree,Life Sciences,very_high,Male,74,high,two,Sales Executive,high,Single,4478,5242,1,Yes,11,Excellent,low,zero,5,3,better,5,4,0,4
31,No,Travel_Rarely,691,Sales,7,bachelors_degree,Marketing,very_high,Male,73,high,two,Sales Executive,very_high,Divorced,7547,7143,4,No,12,Excellent,very_high,three,13,3,better,7,7,1,7
32,No,Travel_Rarely,1018,Research & Development,2,masters_degree,Medical,low,Female,74,very_high,two,Research Scientist,very_high,Single,5055,10557,7,No,16,Excellent,high,zero,10,0,good,7,7,0,7
28,Yes,Travel_Rarely,1157,Research & Development,2,masters_degree,Medical,low,Male,84,low,one,Research Scientist,very_high,Married,3464,24737,5,Yes,13,Excellent,very_high,zero,5,4,good,3,2,2,2
30,No,Travel_Rarely,1275,Research & Development,28,some_college,Medical,very_high,Female,64,high,two,Research Scientist,very_high,Married,5775,11934,1,No,13,Excellent,very_high,two,11,2,better,10,8,1,9
31,No,Travel_Frequently,798,Research & Development,7,some_college,Life Sciences,high,Female,48,meduim,three,Manufacturing Director,high,Married,8943,14034,1,No,24,Outstanding,low,one,10,2,better,10,9,8,9
39,No,Travel_Frequently,672,Research & Development,7,some_college,Medical,high,Male,54,meduim,five,Manager,very_high,Married,19272,21141,1,No,15,Excellent,low,one,21,2,better,21,9,13,3
39,Yes,Travel_Rarely,1162,Sales,3,some_college,Medical,very_high,Female,41,high,two,Sales Executive,high,Married,5238,17778,4,Yes,18,Excellent,low,zero,12,3,good,1,0,0,0
33,No,Travel_Frequently,508,Sales,10,bachelors_degree,Marketing,meduim,Male,46,meduim,two,Sales Executive,very_high,Single,4682,4317,3,No,14,Excellent,high,zero,9,6,good,7,7,0,1
47,No,Travel_Rarely,1482,Research & Development,5,Doctorate,Life Sciences,very_high,Male,42,high,five,Research Director,high,Married,18300,16375,4,No,11,Excellent,meduim,one,21,2,better,3,2,1,1
43,No,Travel_Frequently,559,Research & Development,10,masters_degree,Life Sciences,high,Female,82,meduim,two,Laboratory Technician,high,Divorced,5257,6227,1,No,11,Excellent,meduim,one,9,3,best,9,7,0,0
27,No,Non-Travel,210,Sales,1,no_college,Marketing,high,Male,73,high,two,Sales Executive,meduim,Married,6349,22107,0,Yes,13,Excellent,very_high,one,6,0,better,5,4,1,4
54,No,Travel_Frequently,928,Research & Development,20,masters_degree,Life Sciences,very_high,Female,31,high,two,Research Scientist,high,Single,4869,16885,3,No,12,Excellent,very_high,zero,20,4,good,4,3,0,3
43,No,Travel_Rarely,1001,Research & Development,7,bachelors_degree,Life Sciences,high,Female,43,high,three,Healthcare Representative,low,Married,9985,9262,8,No,16,Excellent,low,one,10,1,good,1,0,0,0
45,No,Travel_Rarely,549,Research & Development,8,masters_degree,Other,very_high,Male,75,high,two,Research Scientist,very_high,Married,3697,9278,9,No,14,Excellent,low,two,12,3,better,10,9,9,8
40,No,Travel_Rarely,1124,Sales,1,some_college,Medical,meduim,Male,57,low,two,Sales Executive,very_high,Married,7457,13273,2,Yes,22,Outstanding,high,three,6,2,good,4,3,0,2
29,Yes,Travel_Rarely,318,Research & Development,8,masters_degree,Other,meduim,Male,77,low,one,Laboratory Technician,low,Married,2119,4759,1,Yes,11,Excellent,very_high,zero,7,4,good,7,7,0,7
29,No,Travel_Rarely,738,Research & Development,9,Doctorate,Other,meduim,Male,30,meduim,one,Laboratory Technician,very_high,Single,3983,7621,0,No,17,Excellent,high,zero,4,2,better,3,2,2,2
30,No,Travel_Rarely,570,Sales,5,bachelors_degree,Marketing,very_high,Female,30,meduim,two,Sales Executive,high,Divorced,6118,5431,1,No,13,Excellent,high,three,10,2,better,10,9,1,2
27,No,Travel_Rarely,1130,Sales,8,masters_degree,Marketing,meduim,Female,56,high,two,Sales Executive,meduim,Married,6214,3415,1,No,18,Excellent,low,one,8,3,better,8,7,0,7
37,No,Travel_Rarely,1192,Research & Development,5,some_college,Medical,very_high,Male,61,high,two,Manufacturing Director,very_high,Divorced,6347,23177,7,No,16,Excellent,high,two,8,2,good,6,2,0,4
38,No,Travel_Rarely,343,Research & Development,15,some_college,Life Sciences,high,Male,92,meduim,three,Research Director,very_high,Divorced,11510,15682,0,Yes,14,Excellent,meduim,one,12,3,better,11,10,2,9
31,No,Travel_Rarely,1232,Research & Development,7,masters_degree,Medical,high,Female,39,high,three,Manufacturing Director,very_high,Single,7143,25713,1,Yes,14,Excellent,high,zero,11,2,good,11,9,4,10
29,No,Travel_Rarely,144,Sales,10,no_college,Marketing,very_high,Female,39,meduim,two,Sales Executive,meduim,Divorced,8268,11866,1,Yes,14,Excellent,low,two,7,2,better,7,7,1,7
35,No,Travel_Rarely,1296,Research & Development,5,masters_degree,Technical Degree,high,Male,62,high,three,Manufacturing Director,meduim,Single,8095,18264,0,No,13,Excellent,very_high,zero,17,5,better,16,6,0,13
23,No,Travel_Rarely,1309,Research & Development,26,no_college,Life Sciences,high,Male,83,high,one,Research Scientist,very_high,Divorced,2904,16092,1,No,12,Excellent,high,two,4,2,good,4,2,0,2
41,No,Travel_Rarely,483,Research & Development,6,bachelors_degree,Medical,very_high,Male,95,meduim,two,Manufacturing Director,meduim,Single,6032,10110,6,Yes,15,Excellent,very_high,zero,8,3,better,5,4,1,2
47,No,Travel_Frequently,1309,Sales,4,no_college,Medical,meduim,Male,99,high,two,Sales Representative,high,Single,2976,25751,3,No,19,Excellent,low,zero,5,3,better,0,0,0,0
42,No,Travel_Rarely,810,Research & Development,23,Doctorate,Life Sciences,low,Female,44,high,four,Research Director,very_high,Single,15992,15901,2,No,14,Excellent,meduim,zero,16,2,better,1,0,0,0
29,No,Non-Travel,746,Sales,2,bachelors_degree,Life Sciences,very_high,Male,61,high,two,Sales Executive,high,Married,4649,16928,1,No,14,Excellent,low,one,4,3,good,4,3,0,2
42,No,Travel_Rarely,544,Human Resources,2,no_college,Technical Degree,high,Male,52,high,one,Human Resources,high,Divorced,2696,24017,0,Yes,11,Excellent,high,one,4,5,better,3,2,1,0
32,No,Travel_Rarely,1062,Research & Development,2,bachelors_degree,Medical,high,Female,75,high,one,Laboratory Technician,meduim,Married,2370,3956,1,No,13,Excellent,high,one,8,4,better,8,0,0,7
48,No,Travel_Rarely,530,Sales,29,no_college,Medical,low,Female,91,high,three,Manager,high,Married,12504,23978,3,No,21,Outstanding,meduim,one,15,3,bad,0,0,0,0
37,No,Travel_Rarely,1319,Research & Development,6,bachelors_degree,Medical,high,Male,51,very_high,two,Research Scientist,low,Divorced,5974,17001,4,Yes,13,Excellent,low,two,13,2,better,7,7,6,7
30,No,Non-Travel,641,Sales,25,some_college,Technical Degree,very_high,Female,85,high,two,Sales Executive,high,Married,4736,6069,7,Yes,12,Excellent,meduim,one,4,2,best,2,2,2,2
26,No,Travel_Rarely,933,Sales,1,bachelors_degree,Life Sciences,high,Male,57,high,two,Sales Executive,high,Married,5296,20156,1,No,17,Excellent,meduim,one,8,3,better,8,7,7,7
42,No,Travel_Rarely,1332,Research & Development,2,masters_degree,Other,low,Male,98,meduim,two,Healthcare Representative,very_high,Single,6781,17078,3,No,23,Outstanding,meduim,zero,14,6,better,1,0,0,0
21,Yes,Travel_Frequently,756,Sales,1,no_college,Technical Degree,low,Female,99,meduim,one,Sales Representative,meduim,Single,2174,9150,1,Yes,11,Excellent,high,zero,3,3,better,3,2,1,2
36,No,Non-Travel,845,Sales,1,Doctorate,Medical,very_high,Female,45,high,two,Sales Executive,very_high,Single,6653,15276,4,No,15,Excellent,meduim,zero,7,6,better,1,0,0,0
36,No,Travel_Frequently,541,Sales,3,masters_degree,Medical,low,Male,48,meduim,three,Sales Executive,very_high,Married,9699,7246,4,No,11,Excellent,low,one,16,2,better,13,9,1,12
57,No,Travel_Rarely,593,Research & Development,1,masters_degree,Medical,very_high,Male,88,high,two,Healthcare Representative,high,Married,6755,2967,2,No,11,Excellent,high,zero,15,2,better,3,2,1,2
40,No,Travel_Rarely,1171,Research & Development,10,masters_degree,Life Sciences,very_high,Female,46,very_high,one,Laboratory Technician,high,Married,2213,22495,3,Yes,13,Excellent,high,one,10,3,better,7,7,1,7
21,No,Non-Travel,895,Sales,9,some_college,Medical,low,Male,39,high,one,Sales Representative,very_high,Single,2610,2851,1,No,24,Outstanding,high,zero,3,3,good,3,2,2,2
33,Yes,Travel_Rarely,350,Sales,5,bachelors_degree,Marketing,very_high,Female,34,high,one,Sales Representative,high,Single,2851,9150,1,Yes,13,Excellent,meduim,zero,1,2,better,1,0,0,0
37,No,Travel_Rarely,921,Research & Development,10,bachelors_degree,Medical,high,Female,98,high,one,Laboratory Technician,low,Married,3452,17663,6,No,20,Outstanding,meduim,one,17,3,better,5,4,0,3
46,No,Non-Travel,1144,Research & Development,7,masters_degree,Medical,high,Female,30,high,two,Manufacturing Director,high,Married,5258,16044,2,No,14,Excellent,high,zero,7,2,best,1,0,0,0
41,Yes,Travel_Frequently,143,Sales,4,bachelors_degree,Marketing,low,Male,56,high,two,Sales Executive,meduim,Single,9355,9558,1,No,18,Excellent,high,zero,8,5,better,8,7,7,7
50,No,Travel_Rarely,1046,Research & Development,10,bachelors_degree,Technical Degree,very_high,Male,100,meduim,three,Healthcare Representative,very_high,Single,10496,2755,6,No,15,Excellent,very_high,zero,20,2,better,4,3,1,3
40,Yes,Travel_Rarely,575,Sales,22,some_college,Marketing,high,Male,68,meduim,two,Sales Executive,high,Married,6380,6110,2,Yes,12,Excellent,low,two,8,6,better,6,4,1,0
31,No,Travel_Rarely,408,Research & Development,9,masters_degree,Life Sciences,high,Male,42,meduim,one,Research Scientist,meduim,Single,2657,7551,0,Yes,16,Excellent,very_high,zero,3,5,better,2,2,2,2
21,Yes,Travel_Rarely,156,Sales,12,bachelors_degree,Life Sciences,high,Female,90,very_high,one,Sales Representative,meduim,Single,2716,25422,1,No,15,Excellent,very_high,zero,1,0,better,1,0,0,0
29,No,Travel_Rarely,1283,Research & Development,23,bachelors_degree,Life Sciences,very_high,Male,54,high,one,Research Scientist,very_high,Single,2201,18168,9,No,16,Excellent,very_high,zero,6,4,better,3,2,1,2
35,No,Travel_Rarely,755,Research & Development,9,masters_degree,Life Sciences,high,Male,97,meduim,two,Healthcare Representative,meduim,Single,6540,19394,9,No,19,Excellent,high,zero,10,5,better,1,1,0,0
27,No,Travel_Rarely,1469,Research & Development,1,some_college,Medical,very_high,Male,82,high,one,Laboratory Technician,meduim,Divorced,3816,17881,1,No,11,Excellent,meduim,one,5,2,better,5,2,0,4
28,No,Travel_Rarely,304,Sales,9,masters_degree,Life Sciences,meduim,Male,92,high,two,Sales Executive,very_high,Single,5253,20750,1,No,16,Excellent,very_high,zero,7,1,better,7,5,0,7
49,No,Travel_Rarely,1261,Research & Development,7,bachelors_degree,Other,meduim,Male,31,meduim,three,Healthcare Representative,high,Single,10965,12066,8,No,24,Outstanding,high,zero,26,2,better,5,2,0,0
51,No,Travel_Rarely,1178,Sales,14,some_college,Life Sciences,high,Female,87,high,two,Sales Executive,very_high,Married,4936,14862,4,No,11,Excellent,high,one,18,2,good,7,7,0,7
36,No,Travel_Rarely,329,Research & Development,2,bachelors_degree,Life Sciences,very_high,Female,96,high,one,Research Scientist,high,Married,2543,11868,4,No,13,Excellent,meduim,one,6,3,better,2,2,2,2
34,Yes,Non-Travel,1362,Sales,19,bachelors_degree,Marketing,low,Male,67,very_high,two,Sales Executive,very_high,Single,5304,4652,8,Yes,13,Excellent,meduim,zero,9,3,good,5,2,0,4
55,No,Travel_Rarely,1311,Research & Development,2,bachelors_degree,Life Sciences,high,Female,97,high,four,Manager,very_high,Single,16659,23258,2,Yes,13,Excellent,high,zero,30,2,better,5,4,1,2
24,No,Travel_Rarely,1371,Sales,10,masters_degree,Marketing,very_high,Female,77,high,two,Sales Executive,high,Divorced,4260,5915,1,Yes,12,Excellent,very_high,one,5,2,best,5,2,0,3
30,No,Travel_Rarely,202,Sales,2,no_college,Technical Degree,high,Male,72,high,one,Sales Representative,meduim,Married,2476,17434,1,No,18,Excellent,low,one,1,3,better,1,0,0,0
26,Yes,Travel_Frequently,575,Research & Development,3,no_college,Technical Degree,high,Male,73,high,one,Research Scientist,low,Single,3102,6582,0,No,22,Outstanding,high,zero,7,2,better,6,4,0,4
22,No,Travel_Rarely,253,Research & Development,11,bachelors_degree,Medical,low,Female,43,high,one,Research Scientist,meduim,Married,2244,24440,1,No,13,Excellent,very_high,one,2,1,better,2,1,1,2
36,No,Travel_Rarely,164,Sales,2,some_college,Medical,meduim,Male,61,meduim,three,Sales Executive,high,Married,7596,3809,1,No,13,Excellent,meduim,two,10,2,better,10,9,9,0
30,Yes,Travel_Frequently,464,Research & Development,4,bachelors_degree,Technical Degree,high,Male,40,high,one,Research Scientist,very_high,Single,2285,3427,9,Yes,23,Outstanding,high,zero,3,4,better,1,0,0,0
37,No,Travel_Rarely,1107,Research & Development,14,bachelors_degree,Life Sciences,very_high,Female,95,high,one,Laboratory Technician,low,Divorced,3034,26914,1,No,12,Excellent,high,one,18,2,good,18,7,12,17
40,No,Travel_Rarely,759,Sales,2,some_college,Marketing,very_high,Female,46,high,two,Sales Executive,meduim,Divorced,5715,22553,7,No,12,Excellent,high,two,8,5,better,5,4,1,3
42,No,Travel_Rarely,201,Research & Development,1,masters_degree,Life Sciences,meduim,Female,95,high,one,Laboratory Technician,low,Divorced,2576,20490,3,No,16,Excellent,meduim,one,8,5,better,5,2,1,2
37,No,Travel_Rarely,1305,Research & Development,10,masters_degree,Life Sciences,high,Male,49,high,two,Manufacturing Director,meduim,Single,4197,21123,2,Yes,12,Excellent,very_high,zero,18,2,good,1,0,0,1
43,No,Travel_Rarely,982,Research & Development,12,bachelors_degree,Life Sciences,low,Male,59,meduim,four,Research Director,meduim,Divorced,14336,4345,1,No,11,Excellent,high,one,25,3,better,25,10,3,9
40,No,Travel_Rarely,555,Research & Development,2,bachelors_degree,Medical,meduim,Female,78,meduim,two,Laboratory Technician,high,Married,3448,13436,6,No,22,Outstanding,meduim,one,20,3,better,1,0,0,0
54,No,Travel_Rarely,821,Research & Development,5,some_college,Medical,low,Male,86,high,five,Research Director,low,Married,19406,8509,4,No,11,Excellent,high,one,24,4,good,4,2,1,2
34,No,Non-Travel,1381,Sales,4,masters_degree,Marketing,high,Female,72,high,two,Sales Executive,high,Married,6538,12740,9,No,15,Excellent,low,one,6,3,better,3,2,1,2
31,No,Travel_Rarely,480,Research & Development,7,some_college,Medical,meduim,Female,31,high,two,Manufacturing Director,low,Married,4306,4156,1,No,12,Excellent,meduim,one,13,5,bad,13,10,3,12
43,No,Travel_Frequently,313,Research & Development,21,bachelors_degree,Medical,very_high,Male,61,high,one,Laboratory Technician,very_high,Married,2258,15238,7,No,20,Outstanding,low,one,8,1,better,3,2,1,2
43,No,Travel_Rarely,1473,Research & Development,8,masters_degree,Other,high,Female,74,high,two,Healthcare Representative,high,Divorced,4522,2227,4,Yes,14,Excellent,very_high,zero,8,3,better,5,2,0,2
25,No,Travel_Rarely,891,Sales,4,some_college,Life Sciences,meduim,Female,99,meduim,two,Sales Executive,very_high,Single,4487,12090,1,Yes,11,Excellent,meduim,zero,5,3,better,5,4,1,3
37,No,Non-Travel,1063,Research & Development,25,Doctorate,Medical,meduim,Female,72,high,two,Research Scientist,high,Married,4449,23866,3,Yes,15,Excellent,low,two,15,2,better,13,11,10,7
31,No,Travel_Rarely,329,Research & Development,1,some_college,Life Sciences,very_high,Male,98,meduim,one,Laboratory Technician,low,Married,2218,16193,1,No,12,Excellent,high,one,4,3,better,4,2,3,2
39,No,Travel_Frequently,1218,Research & Development,1,no_college,Life Sciences,meduim,Male,52,high,five,Manager,high,Divorced,19197,8213,1,Yes,14,Excellent,high,one,21,3,better,21,8,1,6
56,No,Travel_Frequently,906,Sales,6,bachelors_degree,Life Sciences,high,Female,86,very_high,four,Sales Executive,low,Married,13212,18256,9,No,11,Excellent,very_high,three,36,0,good,7,7,7,7
30,No,Travel_Rarely,1082,Sales,12,bachelors_degree,Technical Degree,meduim,Female,83,high,two,Sales Executive,high,Single,6577,19558,0,No,11,Excellent,meduim,zero,6,6,better,5,4,4,4
41,No,Travel_Rarely,645,Sales,1,bachelors_degree,Marketing,meduim,Male,49,very_high,three,Sales Executive,low,Married,8392,19566,1,No,16,Excellent,high,one,10,2,better,10,7,0,7
28,No,Travel_Rarely,1300,Research & Development,17,some_college,Medical,high,Male,79,high,two,Laboratory Technician,low,Divorced,4558,13535,1,No,12,Excellent,very_high,one,10,2,better,10,0,1,8
25,Yes,Travel_Rarely,688,Research & Development,3,bachelors_degree,Medical,low,Male,91,high,one,Laboratory Technician,low,Married,4031,9396,5,No,13,Excellent,high,one,6,5,better,2,2,0,2
52,No,Travel_Rarely,319,Research & Development,3,bachelors_degree,Medical,very_high,Male,39,meduim,three,Manufacturing Director,high,Married,7969,19609,2,Yes,14,Excellent,high,zero,28,4,better,5,4,0,4
45,No,Travel_Rarely,192,Research & Development,10,some_college,Life Sciences,low,Male,69,high,one,Research Scientist,very_high,Married,2654,9655,3,No,21,Outstanding,very_high,two,8,3,good,2,2,0,2
52,No,Travel_Rarely,1490,Research & Development,4,some_college,Life Sciences,very_high,Female,30,high,four,Manager,very_high,Married,16555,10310,2,No,13,Excellent,very_high,zero,31,2,bad,5,2,1,4
42,No,Travel_Frequently,532,Research & Development,29,some_college,Life Sciences,low,Female,92,high,two,Research Scientist,high,Divorced,4556,12932,2,No,11,Excellent,meduim,one,19,3,better,5,4,0,2
30,No,Travel_Rarely,317,Research & Development,2,bachelors_degree,Life Sciences,high,Female,43,low,two,Manufacturing Director,very_high,Single,6091,24793,2,No,20,Outstanding,high,zero,11,2,better,5,4,0,2
60,No,Travel_Rarely,422,Research & Development,7,bachelors_degree,Life Sciences,low,Female,41,high,five,Manager,low,Married,19566,3854,5,No,11,Excellent,very_high,zero,33,5,bad,29,8,11,10
46,No,Travel_Rarely,1485,Research & Development,18,bachelors_degree,Medical,high,Female,87,high,two,Manufacturing Director,high,Divorced,4810,26314,2,No,14,Excellent,high,one,19,5,good,10,7,0,8
42,No,Travel_Frequently,1368,Research & Development,28,masters_degree,Technical Degree,very_high,Female,88,meduim,two,Healthcare Representative,very_high,Married,4523,4386,0,No,11,Excellent,very_high,three,7,4,best,6,5,0,4
24,Yes,Travel_Rarely,1448,Sales,1,no_college,Technical Degree,low,Female,62,high,one,Sales Representative,meduim,Single,3202,21972,1,Yes,16,Excellent,meduim,zero,6,4,better,5,3,1,4
34,Yes,Travel_Frequently,296,Sales,6,some_college,Marketing,very_high,Female,33,low,one,Sales Representative,high,Divorced,2351,12253,0,No,16,Excellent,very_high,one,3,3,good,2,2,1,0
38,No,Travel_Frequently,1490,Research & Development,2,some_college,Life Sciences,very_high,Male,42,high,one,Laboratory Technician,very_high,Married,1702,12106,1,Yes,23,Outstanding,high,one,1,3,better,1,0,0,0
40,No,Travel_Rarely,1398,Sales,2,masters_degree,Life Sciences,high,Female,79,high,five,Manager,high,Married,18041,13022,0,No,14,Excellent,very_high,zero,21,2,better,20,15,1,12
26,No,Travel_Rarely,1349,Research & Development,23,bachelors_degree,Life Sciences,low,Female,90,high,one,Research Scientist,very_high,Divorced,2886,3032,1,No,22,Outstanding,meduim,two,3,3,bad,3,2,0,2
30,No,Non-Travel,1400,Research & Development,3,bachelors_degree,Life Sciences,high,Male,53,high,one,Laboratory Technician,very_high,Married,2097,16734,4,No,15,Excellent,high,one,9,3,bad,5,3,1,4
29,No,Travel_Rarely,986,Research & Development,3,masters_degree,Medical,meduim,Male,93,meduim,three,Research Director,high,Married,11935,21526,1,No,18,Excellent,high,zero,10,2,better,10,2,0,7
29,Yes,Travel_Rarely,408,Research & Development,25,Doctorate,Technical Degree,high,Female,71,meduim,one,Research Scientist,meduim,Married,2546,18300,5,No,16,Excellent,meduim,zero,6,2,best,2,2,1,1
19,Yes,Travel_Rarely,489,Human Resources,2,some_college,Technical Degree,low,Male,52,meduim,one,Human Resources,very_high,Single,2564,18437,1,No,12,Excellent,high,zero,1,3,best,1,0,0,0
30,No,Non-Travel,1398,Sales,22,masters_degree,Other,high,Female,69,high,three,Sales Executive,low,Married,8412,2890,0,No,11,Excellent,high,zero,10,3,better,9,8,7,8
57,No,Travel_Rarely,210,Sales,29,bachelors_degree,Marketing,low,Male,56,meduim,four,Manager,very_high,Divorced,14118,22102,3,No,12,Excellent,high,one,32,3,good,1,0,0,0
50,No,Travel_Rarely,1099,Research & Development,29,masters_degree,Life Sciences,meduim,Male,88,meduim,four,Manager,high,Married,17046,9314,0,No,15,Excellent,meduim,one,28,2,better,27,10,15,7
30,No,Non-Travel,1116,Research & Development,2,bachelors_degree,Medical,high,Female,49,high,one,Laboratory Technician,very_high,Single,2564,7181,0,No,14,Excellent,high,zero,12,2,good,11,7,6,7
60,No,Travel_Frequently,1499,Sales,28,bachelors_degree,Marketing,high,Female,80,meduim,three,Sales Executive,low,Married,10266,2845,4,No,19,Excellent,very_high,zero,22,5,best,18,13,13,11
47,No,Travel_Rarely,983,Research & Development,2,some_college,Medical,low,Female,65,high,two,Manufacturing Director,very_high,Divorced,5070,7389,5,No,13,Excellent,high,three,20,2,better,5,0,0,4
46,No,Travel_Rarely,1009,Research & Development,2,bachelors_degree,Life Sciences,low,Male,51,high,four,Research Director,high,Married,17861,2288,6,No,13,Excellent,high,zero,26,2,bad,3,2,0,1
35,No,Travel_Rarely,144,Research & Development,22,bachelors_degree,Life Sciences,very_high,Male,46,low,one,Laboratory Technician,high,Single,4230,19225,0,No,15,Excellent,high,zero,6,2,better,5,4,4,3
54,No,Travel_Rarely,548,Research & Development,8,masters_degree,Life Sciences,high,Female,42,high,two,Laboratory Technician,high,Single,3780,23428,7,No,11,Excellent,high,zero,19,3,better,1,0,0,0
34,No,Travel_Rarely,1303,Research & Development,2,masters_degree,Life Sciences,very_high,Male,62,meduim,one,Research Scientist,high,Divorced,2768,8416,3,No,12,Excellent,high,one,14,3,better,7,3,5,7
46,No,Travel_Rarely,1125,Sales,10,bachelors_degree,Marketing,high,Female,94,meduim,three,Sales Executive,very_high,Married,9071,11563,2,Yes,19,Excellent,high,one,15,3,better,3,2,1,2
31,No,Travel_Rarely,1274,Research & Development,9,no_college,Life Sciences,high,Male,33,high,three,Manufacturing Director,meduim,Divorced,10648,14394,1,No,25,Outstanding,very_high,one,13,6,best,13,8,0,8
33,Yes,Travel_Rarely,1277,Research & Development,15,no_college,Medical,meduim,Male,56,high,three,Manager,high,Married,13610,24619,7,Yes,12,Excellent,very_high,zero,15,2,best,7,6,7,7
33,Yes,Travel_Rarely,587,Research & Development,10,no_college,Medical,low,Male,38,low,one,Laboratory Technician,very_high,Divorced,3408,6705,7,No,13,Excellent,low,three,8,2,better,4,3,1,3
30,No,Travel_Rarely,413,Sales,7,no_college,Marketing,very_high,Male,57,high,one,Sales Representative,meduim,Single,2983,18398,0,No,14,Excellent,low,zero,4,3,better,3,2,1,2
35,No,Travel_Rarely,1276,Research & Development,16,bachelors_degree,Life Sciences,very_high,Male,72,high,three,Healthcare Representative,high,Married,7632,14295,4,Yes,12,Excellent,high,zero,10,2,better,8,7,0,0
31,Yes,Travel_Frequently,534,Research & Development,20,bachelors_degree,Life Sciences,low,Male,66,high,three,Healthcare Representative,high,Married,9824,22908,3,No,12,Excellent,low,zero,12,2,better,1,0,0,0
34,Yes,Travel_Frequently,988,Human Resources,23,bachelors_degree,Human Resources,meduim,Female,43,high,three,Human Resources,low,Divorced,9950,11533,9,Yes,15,Excellent,high,three,11,2,better,3,2,0,2
42,No,Travel_Frequently,1474,Research & Development,5,some_college,Other,meduim,Male,97,high,one,Laboratory Technician,high,Married,2093,9260,4,No,17,Excellent,very_high,one,8,4,better,2,2,2,0
36,No,Non-Travel,635,Sales,10,masters_degree,Medical,meduim,Male,32,high,three,Sales Executive,very_high,Single,9980,15318,1,No,14,Excellent,very_high,zero,10,3,good,10,3,9,7
22,Yes,Travel_Frequently,1368,Research & Development,4,no_college,Technical Degree,high,Male,99,meduim,one,Laboratory Technician,high,Single,3894,9129,5,No,16,Excellent,high,zero,4,3,better,2,2,1,2
48,No,Travel_Rarely,163,Sales,2,Doctorate,Marketing,meduim,Female,37,high,two,Sales Executive,very_high,Married,4051,19658,2,No,14,Excellent,low,one,14,2,better,9,7,6,7
55,No,Travel_Rarely,1117,Sales,18,Doctorate,Life Sciences,low,Female,83,high,four,Manager,meduim,Single,16835,9873,3,No,23,Outstanding,very_high,zero,37,2,better,10,9,7,7
41,No,Non-Travel,267,Sales,10,some_college,Life Sciences,very_high,Male,56,high,two,Sales Executive,very_high,Single,6230,13430,7,No,14,Excellent,very_high,zero,16,3,better,14,3,1,10
35,No,Travel_Rarely,619,Sales,1,bachelors_degree,Marketing,meduim,Male,85,high,two,Sales Executive,high,Married,4717,18659,9,No,11,Excellent,high,zero,15,2,better,11,9,6,9
40,No,Travel_Rarely,302,Research & Development,6,bachelors_degree,Life Sciences,meduim,Female,75,high,four,Manufacturing Director,high,Single,13237,20364,7,No,15,Excellent,high,zero,22,3,better,20,6,5,13
39,No,Travel_Frequently,443,Research & Development,8,no_college,Life Sciences,high,Female,48,high,one,Laboratory Technician,high,Married,3755,17872,1,No,11,Excellent,low,one,8,3,better,8,3,0,7
31,No,Travel_Rarely,828,Sales,2,no_college,Life Sciences,meduim,Male,77,high,two,Sales Executive,very_high,Single,6582,8346,4,Yes,13,Excellent,high,zero,10,2,best,6,5,0,5
42,No,Travel_Rarely,319,Research & Development,24,bachelors_degree,Medical,very_high,Male,56,high,three,Manufacturing Director,low,Married,7406,6950,1,Yes,21,Outstanding,very_high,one,10,5,good,10,9,5,8
45,No,Travel_Rarely,561,Sales,2,bachelors_degree,Other,very_high,Male,61,high,two,Sales Executive,meduim,Married,4805,16177,0,No,19,Excellent,meduim,one,9,3,best,8,7,3,7
